NCBI_RefSeq	Heme	ENV	checkm_completeness	checkm_contamination	checkm_marker_set_count	coding_density	gc_percentage	genome_size	Phylum	Class	Order	Family	Genus	Species
GCA_002480015	1.00	marine environment	92.57	1.35	148	89.40029198	55.23017939	2032339	Verrucomicrobiota	Verrucomicrobiae	Opitutales	DSM-45221	UBA7441	UBA7441 sp002480015
GCA_002480345	0.30	marine environment	91.43	0	88	86.78323344	67.85087862	3850783	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	UBA1926	UBA1926 sp002480345
GCA_002480495	0.90	marine environment	98.7	0	230	89.36679336	62.53038542	3759073	Proteobacteria	Alphaproteobacteria	Parvibaculales	Parvibaculaceae	Parvibaculum	Parvibaculum sp002480495
GCA_002480565	0.80	marine environment	95.25	0	88	88.72439902	50.00607967	6007192	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	UBA7800	UBA7800 sp002480565
GCA_002481545	0.20	host	88.89	0	117	86.14233312	36.72358707	2107043	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	UBA2883	UBA2883 sp002481545
GCA_002482725	1.00	biofilm	95.87	2.46	203	90.20773321	44.25988405	4103677	Bacteroidota	Bacteroidia	Chitinophagales	LD1	UBA7692	UBA7692 sp002482725
GCA_002482775	0.50	biofilm	96.33	1.08	186	92.00550823	58.63481146	4462410	Bacteroidota	Bacteroidia	Flavobacteriales	PHOS-HE28	PHOS-HE28	PHOS-HE28 sp002482775
GCA_002483135	1.00	biofilm	98.13	2.44	308	89.33201735	63.81360137	4602904	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	UBA7672	UBA7672 sp002483135
GCA_002483225	1.00	biofilm	98.9	3.3	91	92.04603944	65.90748912	4631768	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas sp002483225
GCA_002483465	0.88	biofilm	94.57	1.88	230	92.50233817	53.95910861	2088171	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	UBA7657	UBA7657 sp002483465
GCA_002483765	0.20	fermentation	93.24	1.69	148	87.71576603	41.989582	2952272	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	UBA7640	UBA7640 sp002483765
GCA_002490425	0.30	host	96.31	0	149	88.49983547	41.0138681	1935781	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-180	CAG-180 sp002490425
GCA_002500485	0.30	marine environment	89.77	2.97	101	89.48154282	42.34656395	2545649	Chloroflexota	Dehalococcoidia	SAR202	UBA826	UBA11996	UBA11996 sp002500485
GCA_002500505	0.30	marine environment	94.89	1.08	93	94.71655899	51.70552887	2322388	Planctomycetota	UBA1135	UBA1135	UBA1135	UBA7888	UBA7888 sp002500505
GCA_002500605	0.80	marine environment	97.33	1.2	117	89.48077425	40.9919022	1747448	Nitrospinota	UBA7883	UBA7883	UBA7883	UBA7883	UBA7883 sp002500605
GCA_002501065	0.80	marine environment	96.85	0.68	147	89.83502201	60.32430675	5043582	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Roseibacillus_B	RoseibacilluB sp002501065
GCA_002507565	1.00	compost	92.09	0.81	186	90.26560454	59.97523657	2922051	Firmicutes	Bacilli	Paenibacillales	Reconcilibacillaceae	Reconcilibacillus	Reconcilibacillus cellulovorans
GCA_002591625	0.90	marine environment	88.52	4.96	270	89.41365249	44.58233864	2556368	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Porticoccaceae	TMED48	TMED48 sp002591625
GCA_002632325	1.00	bioreactor	98.79	0.73	290	90.60170722	65.0171491	3368399	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dokdonella_A	Dokdonella_A sp002632325
GCA_002633015	1.00	aquatic	99.59	0.61	246	94.35827976	42.23232099	2255500	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfuricurvum	Sulfuricurvum sp002633015
GCA_002633085	1.00	aquatic	97.66	0.03	214	92.19466397	63.09102877	3374307	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Hylemonella	Hylemonella sp002633085
GCA_002633315	0.30	host	97.58	0.27	186	89.1082515	38.03709752	2591650	Bacteroidota	Bacteroidia	Bacteroidales	F082	F082	F082 sp002633315
GCA_002634395	1.00	bioreactor	96.19	2.87	116	87.46696141	58.21650696	2971147	Methylomirabilota	Methylomirabilia	Methylomirabilales	Methylomirabilaceae	Methylomirabilis	Methylomirabilis sp002634395
GCA_002682945	0.30	marine environment	93.28	4.84	186	96.05972916	36.49842034	1654937	Bacteroidota	Bacteroidia	Flavobacteriales	Schleiferiaceae	TMED14	TMED14 sp002682945
GCA_002683135	0.70	marine environment	95.83	1.7	88	90.72209629	62.5326379	5071512	Planctomycetota	GCA-002687715	GCA-002687715	GCA-002687715	GCA-2683135	GCA-2683135 sp002683135
GCA_002683395	1.00	marine environment	84.2	0	228	93.44469531	57.20339519	2059111	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	Luminiphilus	Luminiphilus sp002683395
GCA_002683405	1.00	marine environment	97.01	2.67	276	90.09192086	64.07237188	3724617	Proteobacteria	Gammaproteobacteria	Nevskiales	Salinisphaeraceae	GCA-2683405	GCA-2683405 sp002683405
GCA_002683685	0.90	marine environment	85.16	3.17	329	91.63005733	54.30759247	2233492	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktomarina	Planktomarina sp002683685
GCA_002683825	1.00	marine environment	97.85	3.23	93	91.84650096	64.12410202	5396125	Planctomycetota	UBA1135	UBA1135	GCA-002686595	GCA-2683825	GCA-2683825 sp002683825
GCA_002684655	0.70	marine environment	93.18	2.27	88	92.10255373	66.15717629	3688876	Planctomycetota	UBA1135	UBA2386	UBA2386	GCA-2684655	GCA-2684655 sp002684655
GCA_002686085	0.80	marine environment	97.79	0.68	147	92.45841074	54.51501443	3949698	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Roseibacillus_B	RoseibacilluB sp002686085
GCA_002686135	0.90	marine environment	86.43	3.84	230	90.45291286	59.76767407	1570280	Proteobacteria	Alphaproteobacteria	UBA11136	UBA11136	UBA11136	UBA11136 sp002686135
GCA_002686265	1.00	marine environment	97.85	2.69	93	90.77988511	68.353012	5071824	Planctomycetota	UBA1135	UBA1135	GCA-002686595	GCA-2686265	GCA-2686265 sp002686265
GCA_002686995	1.00	marine environment	80.68	0.57	88	90.38371984	66.52633222	7803558	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	GCA-2686995	GCA-2686995 sp002686995
GCA_002687025	0.60	marine environment	83.27	2.35	89	90.38583351	66.58148839	5339246	Poribacteria	WGA-4E	GCA-2687025	GCA-2687025	GCA-2687025	GCA-2687025 sp002687025
GCA_002687515	0.80	marine environment	85.24	4.13	201	89.4890608	60.18827951	4285735	Proteobacteria	Alphaproteobacteria	Rhodospirillales	UBA2165	GCA-2687515	GCA-2687515 sp002687515
GCA_002687745	1.00	marine environment	90.6	1.28	117	93.39190085	65.28639501	1849034	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	MedAcidi-G1	UBA3125	UBA3125 sp002687745
GCA_002688105	0.60	marine environment	85.48	0.99	101	88.94112906	48.3562949	1330181	Chloroflexota	Dehalococcoidia	Dehalococcoidales	UBA5760	GCA-2688105	GCA-2688105 sp002688105
GCA_002689385	0.30	marine environment	90.91	3.41	88	93.60107533	45.10095815	1937263	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	GCA-002718515	GCA-002718515 sp002689385
GCA_002689455	0.50	marine environment	83.61	0.84	119	90.35062249	38.86503983	1611762	Proteobacteria	Alphaproteobacteria	UBA1280	UBA2136	UBA2136	UBA2136 sp002689455
GCA_002689605	0.90	marine environment	96.09	2.46	248	86.28271237	53.63383541	4964254	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	GCA-2689605	GCA-2689605 sp002689605
GCA_002689655	1.00	marine environment	97.58	2.35	85	85.93032847	51.86208171	7093371	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula	Rubripirellula sp002689655
GCA_002690705	1.00	marine environment	95.85	0.5	201	85.98210757	45.99496883	3026532	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Casp-alpha2	TMED8	TMED8 sp002690705
GCA_002691145	0.88	marine environment	97.8	1.28	91	95.18977895	31.08246741	2028597	Proteobacteria	Alphaproteobacteria	TMED127	TMED127	GCA-2691145	GCA-2691145 sp002691145
GCA_002691205	1.00	marine environment	90.65	1.94	155	89.73561096	54.18828892	4558888	Myxococcota	UBA9160	UBA9160	UBA4427	MED660	MED660 sp002691205
GCA_002691385	0.90	marine environment	82.04	4.76	336	90.78385305	36.24303262	2959024	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	UBA4465	UBA4465 sp002691385
GCA_002692855	0.88	marine environment	98.27	6.32	308	93.59112777	55.63219029	4072573	Proteobacteria	Alphaproteobacteria	Caulobacterales	Maricaulaceae	Hyphobacterium	Hyphobacterium sp002692855
GCA_002694885	0.90	marine environment	93.92	1.88	148	89.22631512	51.26879195	3684756	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	UBA5691	UBA5691 sp002694885
GCA_002694985	0.88	marine environment	100	0	230	89.28876034	61.17654346	3422461	Proteobacteria	Alphaproteobacteria	Parvibaculales	Parvibaculaceae	Parvibaculum	Parvibaculum sp002694985
GCA_002695035	0.88	marine environment	88.02	4.6	230	92.61172533	44.37656797	2141569	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	UBA2137	UBA2137 sp002695035
GCA_002697205	1.00	marine environment	85.84	3.3	270	88.78646571	49.45418118	3981412	Proteobacteria	Gammaproteobacteria	Pseudomonadales	HTCC2089	UBA9926	UBA9926 sp002697205
GCA_002698995	1.00	marine environment	100	0.56	179	92.2794964	31.90351985	4231110	Bacteroidota	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	GCA-2698995	GCA-2698995 sp002698995
GCA_002699085	0.80	marine environment	87.83	1.45	230	93.68902035	41.6856172	1886490	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	UBA9664	UBA9664 sp002699085
GCA_002699145	1.00	marine environment	98.36	3.33	230	90.67728197	64.6935145	5201423	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	Halioglobus	Halioglobus sp002699145
GCA_002699485	0.80	marine environment	90.43	1.49	101	93.62421406	38.81064048	1906463	Chloroflexota	Dehalococcoidia	SAR202	UBA2962	UBA2962	UBA2962 sp002699485
GCA_002699585	1.00	marine environment	92.73	0.91	110	88.95842284	52.95348381	6701443	Chloroflexota	Anaerolineae	SBR1031	A4b	GCA-2699585	GCA-2699585 sp002699585
GCA_002699725	0.50	marine environment	92.35	3.7	117	93.94800835	68.73948375	2116609	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	MedAcidi-G1	S20-B6	S20-B6 sp002699725
GCA_002700305	0.88	marine environment	97.61	1.67	308	91.29254187	61.57241665	3518857	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas	Hyphomonas sp002700305
GCA_002701365	0.30	marine environment	93.17	0	186	96.58467072	30.47664661	1545239	Bacteroidota	Bacteroidia	Flavobacteriales	TMED113	GCA-002701365	GCA-002701365 sp002701365
GCA_002701845	1.00	marine environment	98.15	2.78	270	90.72125651	57.41499175	4895318	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Ketobacteraceae	Ketobacter	Ketobacter sp002701845
GCA_002704755	0.88	marine environment	93.27	3.91	230	94.91441089	33.75424237	1607798	Proteobacteria	Alphaproteobacteria	Rhizobiales_B	TMED25	TMED25	TMED25 sp002704755
GCA_002704825	0.60	marine environment	83.11	3.51	88	88.81109061	51.76652986	6416023	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	UBA7800	UBA7800 sp002704825
GCA_002704915	0.88	marine environment	97.1	1.99	250	90.28224095	59.08406909	4497611	Proteobacteria	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Marinicaulis	Marinicaulis sp002704915
GCA_002705055	0.30	marine environment	95.16	1.08	93	94.58320314	66.94440465	3853292	Planctomycetota	UBA1135	UBA1135	UBA1135	GCA-2705055	GCA-2705055 sp002705055
GCA_002705085	0.20	marine environment	90.81	1.14	88	94.63209665	57.738088	1975315	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	UBA8653	UBA8653 sp002705085
GCA_002705125	0.50	marine environment	87.01	2.04	147	94.16501131	38.81672475	2975687	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	EC70	EC70 sp002705125
GCA_002705305	0.70	marine environment	95.3	3.85	117	94.30983385	55.01404331	2540084	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	TK06	UBA2110	UBA2110 sp002705305
GCA_002705565	0.80	marine environment	86.83	1.74	230	91.08218188	58.43244681	2996585	Proteobacteria	Alphaproteobacteria	UBA7985	UBA7985	UBA7985	UBA7985 sp002705565
GCA_002705995	1.00	marine environment	99.19	1.61	186	92.66756687	38.44538695	4489342	Bacteroidota	Bacteroidia	Flavobacteriales	Salibacteraceae	GCA-2705995	GCA-2705995 sp002705995
GCA_002706265	1.00	marine environment	98.91	4.26	276	91.71136385	65.10750624	3200985	Proteobacteria	Gammaproteobacteria	Nevskiales	Nevskiaceae	Polycyclovorans	Polycyclovorans sp002706265
GCA_002706365	1.00	marine environment	98.92	0.27	186	91.91562995	40.49559123	3018417	Bacteroidota	Bacteroidia	Flavobacteriales	Vicingaceae	UBA1494	UBA1494 sp002706365
GCA_002706885	0.20	marine environment	85.23	0.31	88	90.5994228	65.90634383	3566898	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	GCA-2706885	GCA-2706885 sp002706885
GCA_002707205	1.00	marine environment	95.93	0.62	172	89.87821856	35.18933564	2119617	Proteobacteria	Gammaproteobacteria	UBA1113	UBA1113	GCA-2707205	GCA-2707205 sp002707205
GCA_002707365	1.00	marine environment	89.83	0.07	236	88.59097309	47.25103934	2076724	Deinococcota	Deinococci	Deinococcales	Trueperaceae	UBA6957	UBA6957 sp002707365
GCA_002707525	1.00	marine environment	90.86	1.86	186	94.72148495	40.43178458	2112507	Bacteroidota	Bacteroidia	Flavobacteriales	Schleiferiaceae	UBA10364	UBA10364 sp002707525
GCA_002708765	0.90	marine environment	82.73	3.09	270	93.34540089	44.79141278	2650633	Proteobacteria	Gammaproteobacteria	Pseudomonadales	HTCC2089	UBA9659	UBA9659 sp002708765
GCA_002708995	0.80	marine environment	91.52	0.87	230	89.02122231	63.24249599	2602685	Proteobacteria	Alphaproteobacteria	UBA7985	UBA7985	UBA7985	UBA7985 sp002708995
GCA_002709045	1.00	marine environment	92.87	0	85	92.11907858	46.52883589	4535358	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	UBA721	UBA721 sp002709045
GCA_002709075	1.00	marine environment	99.57	0	230	89.23744437	40.37751993	2522793	Proteobacteria	Alphaproteobacteria	MPNO01	UBA2964	GCA-2709075	GCA-2709075 sp002709075
GCA_002709295	0.20	marine environment	98.86	3.98	88	91.94539967	65.70685398	3678879	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	GCA-002862325	GCA-002862325 sp002709295
GCA_002709305	1.00	marine environment	97.3	2.61	185	94.28949905	32.49886826	2315296	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	UBA4466	UBA4466 sp002709305
GCA_002709565	0.90	marine environment	97.67	0	172	91.75788294	44.85723692	2411759	Proteobacteria	Gammaproteobacteria	UBA1113	UBA1113	GCA-2709565	GCA-2709565 sp002709565
GCA_002709665	1.00	marine environment	94.44	4.4	91	88.97121634	52.96458427	5266773	Latescibacterota	UBA2968	UBA2968	GCA-2709665	GCA-2709665	GCA-2709665 sp002709665
GCA_002710775	0.75	marine environment	80.92	2.17	230	93.53440251	44.96174584	1659661	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	UBA9664	UBA9664 sp002710775
GCA_002711415	0.30	marine environment	96.59	0.57	88	92.95325548	60.99472201	2804671	Planctomycetota	Phycisphaerae	Phycisphaerales	SM1A02	GCA-2711415	GCA-2711415 sp002711415
GCA_002711625	0.88	marine environment	83.52	3.85	91	95.9018729	30.46981247	1337123	Proteobacteria	Alphaproteobacteria	TMED127	TMED127	GCA-2711625	GCA-2711625 sp002711625
GCA_002712135	1.00	marine environment	89.4	3.15	270	90.94768268	48.83575948	3157998	Proteobacteria	Gammaproteobacteria	Pseudomonadales	HTCC2089	UBA7455	UBA7455 sp002712135
GCA_002712255	0.75	marine environment	87.85	3.3	91	96.45605776	28.55286103	1231651	Proteobacteria	Alphaproteobacteria	TMED127	TMED127	MED-G10	MED-G10 sp002712255
GCA_002712885	0.80	marine environment	86.32	3.42	117	89.68012298	64.89333938	3834755	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA8438	UBA8438	UBA8438 sp002712885
GCA_002713365	0.88	marine environment	98.04	1.3	230	91.13626539	38.46031364	2519209	Proteobacteria	Alphaproteobacteria	UBA6615	UBA6615	NAT5454	NAT5454 sp002713365
GCA_002714565	1.00	marine environment	94.64	1.18	85	91.75502832	48.43482568	4537602	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	UBA11883	UBA11883 sp002714565
GCA_002714805	1.00	marine environment	93.55	1.08	186	95.73035943	31.65015741	1669274	Bacteroidota	Bacteroidia	Flavobacteriales	UBA7312	UBA8444	UBA8444 sp002714805
GCA_002715505	0.88	marine environment	90.81	1.1	91	95.28989119	29.47613143	1695481	Proteobacteria	Alphaproteobacteria	TMED109	TMED131	GCA-2715505	GCA-2715505 sp002715505
GCA_002716065	1.00	marine environment	90.86	2.87	186	95.60391825	32.62483524	2327368	Bacteroidota	Bacteroidia	Flavobacteriales	UBA10066	GCA-2716065	GCA-2716065 sp002716065
GCA_002717225	0.88	marine environment	82.1	3.91	230	91.13059621	53.6749616	2776252	Proteobacteria	Alphaproteobacteria	UBA828	UBA828	GCA-2717225	GCA-2717225 sp002717225
GCA_002717445	0.20	marine environment	80.99	3.05	164	95.46079871	39.84382104	1506851	Proteobacteria	Gammaproteobacteria	UBA11654	UBA11654	UBA11654	UBA11654 sp002717445
GCA_002717465	0.30	marine environment	90.56	2.18	101	92.50651292	40.23082689	1985284	Chloroflexota	Dehalococcoidia	SAR202	UBA826	GCA-2717465	GCA-2717465 sp002717465
GCA_002717515	0.90	marine environment	90.3	0.54	186	93.51896156	33.93046244	2643743	Bacteroidota	Bacteroidia	Flavobacteriales	GCA-002722245	GCA-002722245	GCA-002722245 sp002717515
GCA_002718095	0.30	marine environment	91.75	0.2	101	94.37642421	34.54993795	1437644	Chloroflexota	Dehalococcoidia	SAR202	UBA826	UBA826	UBA826 sp002718095
GCA_002718345	0.78	marine environment	89.73	1.68	119	93.29232406	42.05124046	2293790	Proteobacteria	Gammaproteobacteria	UBA6522	UBA6522	UBA6522	UBA6522 sp002718345
GCA_002718455	0.40	marine environment	83.33	0	101	94.49015844	30.67671472	1300963	Chloroflexota	Dehalococcoidia	UBA1151	TMED-70	GCA-2718455	GCA-2718455 sp002718455
GCA_002719335	0.80	marine environment	85.7	2.14	117	93.59617084	54.2338273	2319253	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	TK06	UBA2110	UBA2110 sp002719335
GCA_002720535	0.80	marine environment	88.89	0	93	94.93090002	29.31926768	1677714	Proteobacteria	Alphaproteobacteria	TMED109	TMED109	TMED109	TMED109 sp002720535
GCA_002720735	1.00	marine environment	87.53	2.41	270	89.29059706	43.02134827	2111649	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Porticoccaceae	TMED48	TMED48 sp002720735
GCA_002720745	1.00	marine environment	95.47	0.35	178	91.90966626	37.78865169	2172123	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	UBA1275	UBA1275 sp002720745
GCA_002720855	1.00	marine environment	99.78	0	230	92.49080192	50.9512107	3575202	Proteobacteria	Alphaproteobacteria	MPNO01	UBA2964	GCA-2720855	GCA-2720855 sp002720855
GCA_002721445	0.80	marine environment	95.38	0.2	101	93.94434606	30.47545368	1712152	Chloroflexota	Dehalococcoidia	SAR202	GCA-002723415	GCA-002723415	GCA-002723415 sp002721445
GCA_002721615	0.40	marine environment	89.44	1.98	101	94.58253233	30.334716	1460664	Chloroflexota	Dehalococcoidia	UBA1151	TMED-70	GCA-2721615	GCA-2721615 sp002721615
GCA_002721705	0.60	marine environment	88.29	3.38	148	94.57326468	53.99131387	3541024	Verrucomicrobiota	Verrucomicrobiae	Opitutales	MB11C04	UBA2993	UBA2993 sp002721705
GCA_002721815	0.80	marine environment	91.29	2.12	155	94.57973447	51.30509732	4601103	Myxococcota	UBA727	UBA727	GCA-2721815	GCA-2721815	GCA-2721815 sp002721815
GCA_002721895	0.50	marine environment	91.89	2.7	148	93.97512163	57.05606774	3720822	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	UBA1100	UBA6614	UBA6614 sp002721895
GCA_002721975	0.20	marine environment	84.83	2.35	89	90.9835781	33.72180666	979180	Dependentiae	Babeliae	Babeliales	Chromulinavoraceae	GCA-2721975	GCA-2721975 sp002721975
GCA_002722255	1.00	marine environment	84.38	0	303	92.25647522	33.76828148	3208965	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Winogradskyella sp002722255
GCA_002722455	0.90	marine environment	93.73	4.95	101	89.07618742	30.94917132	2484032	Chloroflexota	Dehalococcoidia	SAR202	GCA-2722455	GCA-2722455	GCA-2722455 sp002722455
GCA_002723385	0.90	marine environment	81.81	0.77	231	89.88976651	53.19729617	3586841	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Saccharospirillaceae	Oceanobacter	Oceanobacter sp002723385
GCA_002723415	0.80	marine environment	89.77	0.2	101	94.3332846	30.33428898	1860284	Chloroflexota	Dehalococcoidia	SAR202	GCA-002723415	GCA-002723415	GCA-002723415 sp002723415
GCA_002724315	1.00	marine environment	92.5	2.22	90	93.34826289	62.43971972	5689386	Planctomycetota	Planctomycetes	Planctomycetales	Planctomycetaceae	UBA8437	UBA8437 sp002724315
GCA_002724395	1.00	marine environment	99.13	3.31	230	90.73020644	48.33186125	3414596	Proteobacteria	Alphaproteobacteria	UBA8366	UBA8366	GCA-002724395	GCA-002724395 sp002724395
GCA_002724415	1.00	marine environment	90.77	4.44	90	93.18460727	60.78622581	6259786	Planctomycetota	Planctomycetes	Planctomycetales	Planctomycetaceae	UBA8437	UBA8437 sp002724415
GCA_002724675	0.90	marine environment	91.45	1.61	155	93.90719059	62.5612238	4808176	Myxococcota	UBA796	UBA9615	UBA9615	GCA-2724675	GCA-2724675 sp002724675
GCA_002724925	1.00	marine environment	98.99	0.89	231	91.32265734	51.60581114	3969902	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Saccharospirillaceae	Oleibacter	Oleibacter sp002724925
GCA_002726205	1.00	marine environment	93.69	1.11	90	93.45817926	62.50235887	4864823	Planctomycetota	Planctomycetes	Planctomycetales	Planctomycetaceae	GCA-2726205	GCA-2726205 sp002726205
GCA_002726235	1.00	marine environment	83.68	1.82	110	89.63688582	49.0951695	1873240	Nitrospirota	Nitrospiria	Nitrospirales	UBA2166	UBA2166	UBA2166 sp002726235
GCA_002726245	0.90	marine environment	91.7	1.18	85	88.23172157	57.15459321	7610323	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	GCA-2726245	GCA-2726245 sp002726245
