NCBI_RefSeq	Heme	checkm_completeness	checkm_contamination	checkm_marker_set_count	coding_density	gc_percentage	genome_size	Phylum	Class	Order	Family	Genus	Species
GCF_004010535	0.1	99.08	0.81	124	88.36572227	62.54516807	2377509	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	RUG721	RUG721 sp004010535
GCF_004011965	0	97.68	0	133	93.28997534	42.67911702	640251	Firmicutes	Bacilli	Mycoplasmatales	Metamycoplasmataceae	RYZV01	RYZV01 sp004011965
GCF_004104055	1	99.62	0	263	89.89964177	37.80225411	4430130	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Leeuwenhoekiella	Leeuwenhoekiella aestuarii
GCF_004115745	0.2	98.75	1.25	160	85.12528436	51.1588855	2430870	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus suantsaii
GCF_004115975	1	99.34	1.98	303	86.55393327	37.4680231	4632641	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Gelidibacter	Gelidibacter gilvus
GCF_004122165	1	99.29	0	283	92.81343591	34.74817989	2663846	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp004122165
GCF_004123195	1	95.7	3.81	186	87.10743157	42.32784086	5278793	Firmicutes	Bacilli	Aneurinibacillales	RAOX-1	YIM-78166	YIM-78166 sp004123195
GCF_004135645	0.3	100	3.23	124	84.59932002	61.18121964	2748041	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Senegalimassilia	Senegalimassilia faecalis
GCF_004139715	1	98.6	0.18	303	92.19150622	42.42718728	3067493	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muriicola	Muriicola sp004139715
GCF_004151275	1	98.8	0	283	90.2625245	34.61008557	2874246	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Myroides	Myroides sp004151275
GCF_004168205	0.3	100	0	106	88.08801011	35.1980995	2540390	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Catenibacterium	Catenibacterium sp000437715
GCF_004296335	1	99.34	0.66	303	92.70599681	41.67485895	3566560	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muricauda	Muricauda sp004296335
GCF_004331695	1	97.61	2.18	209	92.38952366	41.84117745	5112203	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter sp004331695
GCF_004332155	1	99.62	0.32	263	91.55832242	39.94059533	3526337	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Gramella	Gramella sp004332155
GCF_004341975	1	100	0.66	203	88.69663525	43.75342894	9755573	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Niastella	Niastella sp004341975
GCF_004342525	1	99.64	0.61	186	88.32929076	51.72956051	6210985	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_Z	PaenibacilluZ sp004342525
GCF_004355185	1	97.99	1.19	336	87.12243589	54.2591878	4918966	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter sp004355185
GCF_004358095	1	99.01	1.58	303	91.30420647	33.52157473	3537147	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Seonamhaeicola	Seonamhaeicola sp004358095
GCF_004358325	0.1	99.73	0.14	184	80.33314673	41.09445282	3020651	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella_A	Weissella_A cryptocerci
GCF_004359375	0.1	93.83	3.28	160	86.67427603	39.68677889	1616430	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Acetilactobacillus	Acetilactobacillus jinshanensis
GCF_004363695	1	99.65	0	283	92.26824466	32.4514808	2744241	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium cheniae
GCF_004364575	1	99.29	0	283	88.99388337	34.53266713	3064923	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Myroides	Myroides indicus
GCF_004375085	1	98.5	1.5	200	87.20120162	56.32004565	6183643	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella_A	Lewinella_A sp004375085
GCF_004514475	1	97.85	0.69	186	87.66500149	55.69321426	5613207	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	MEC069	MEC069 sp004514475
GCF_004569635	0.2	100	0.37	267	80.42201748	40.75842809	2425255	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp004569635
GCF_004570525	0.7	95.69	0.25	267	86.16168168	41.47916861	1819130	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp004570525
GCF_004570605	0.7	98.09	0	183	82.13175824	33.18197715	2027228	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	WM01	WM01 sp004570605
GCF_004570975	0.3	99.43	0.13	265	91.2958335	48.40570927	3494878	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	Muribaculum sp001701195
GCF_004745505	0.2	99.38	0.62	160	80.07704631	51.79822327	2870222	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus suantsaiihabitans
GCF_004766125	0.4	99.06	2.26	265	90.48418084	48.51009151	3551896	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	Duncaniella freteri
GCF_004792655	0.4	97.04	1.57	270	87.85394775	47.05156192	3580472	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp004792655
GCF_004793475	0.3	98.88	0.37	269	89.09188177	45.95127973	4387127	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp002491635
GCF_004793885	0.7	95.63	2.56	106	90.50445402	50.62227595	2485955	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Dubosiella	Dubosiella sp004793885
GCF_004793925	0.2	99.19	0	124	86.03373621	58.79809106	2016409	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	NM07-P-09	NM07-P-09 sp004793925
GCF_004795745	0.3	98.9	1.1	181	87.55731012	34.71532943	2525732	Firmicutes	Bacilli	Lactobacillales	Vagococcaceae	Vagococcus	Vagococcus silagei
GCF_004801375	1	99.65	0.35	283	90.87803736	39.17163489	3856681	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp004801375
GCF_004801635	0.2	99.06	1.65	265	90.9767525	45.64911353	2550124	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	Muribaculum sp002473395
GCF_004804315	1	99.65	0.38	303	91.44529586	39.06540755	4207872	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muricauda	Muricauda sp004804315
GCF_004834005	1	98.03	2	203	87.08605657	43.52437463	8097302	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Niastella	Niastella caeni
GCF_005047595	1	99.34	2.15	303	91.74246005	32.40024651	3313614	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	CAU-1491	CAU-1491 sp005047595
GCF_005116475	1	97.61	0	209	87.97581876	34.80749303	4246102	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter sp005116475
GCF_005144795	0.3	99.82	0.28	251	88.69179691	39.89636834	1978546	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mitiBB
GCF_005233845	1	100	0	203	84.49915317	40.93053107	5883685	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ilyomonas	Ilyomonas limi
GCF_005280585	1	100	0.45	336	87.59393637	40.11992146	8332369	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Dyadobacter	Dyadobacter frigoris
GCF_005765165	1	98.52	0.63	186	89.4765568	59.06426569	7182231	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_AE	PaenibacilluAE antri
GCF_005885635	1	99.67	1.23	303	91.9883476	37.96956422	5110706	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	RZ26	RZ26 sp005885635
GCF_005925325	1	97.61	0	209	88.82139865	38.05737249	4618610	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter helvus
GCF_005925345	1	97.45	0	209	88.25507301	38.1640221	4976191	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter ureilyticus
GCF_005938385	1	99.73	2.82	186	87.06529846	53.64846417	8791003	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_AB	PaenibacilluAB mesophilus
GCF_005943945	1	99.56	0.66	303	88.89443549	43.25543959	4723614	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	F202Z8	F202Z8 sp005943945
GCF_006065315	1	98.32	2.07	298	89.87231082	32.20918026	5168958	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aureibaculum	Aureibaculum sp006065315
GCF_006175945	1	100	0.49	204	87.20816095	33.7885176	4868651	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium mulctrae
GCF_006228185	0	99.25	0	133	90.2903278	29.01472804	803230	Firmicutes	Bacilli	Mycoplasmatales	Metamycoplasmataceae	Mycoplasmopsis_A	MycoplasmopsiA nasistruthionis
GCF_006381105	1	97.35	1.79	298	90.90961256	33.58926686	4583336	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavicella	Flavicella sediminum
GCF_006385255	1	99.65	0	283	91.02103718	37.0588534	4056248	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium microcysteis
GCF_006443095	1	99.62	2.08	263	88.71623068	32.40284016	5888963	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aquimarina	Aquimarina sp006443095
GCF_006494535	1	99.34	0	303	90.77305131	36.30699003	3548031	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	CWB-1	CWB-1 sp006494535
GCF_006542275	1	99.42	0.55	183	84.18008609	58.39097224	5619468	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Saccharibacillus	Saccharibacillus brassicae
GCF_007097365	1	98.94	0.53	283	88.21067443	34.17529699	3825011	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp007097365
GCF_007362475	1	100	1.63	204	88.5470393	35.21263802	3040096	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Kaistella	Kaistella sp007362475
GCF_007570935	0.1	98.9	0	154	89.22420879	33.48425059	2074205	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp007570935
GCF_007713685	1	99.4	0.89	336	87.55579717	58.37184333	6097755	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter sp007713685
GCF_007786445	1	99.73	1.43	186	86.50903232	50.72166666	7564172	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_G	PaenibacilluG sp007786445
GCF_007827275	1	99.62	1.05	263	85.9481954	36.97676807	4245106	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Gillisia	Gillisia sp007827275
GCF_007827455	1	99.66	0	298	93.17219209	30.14886729	3101420	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	VISM01	VISM01 sp007827455
GCF_007846085	1	98.1	0.24	210	90.00376061	43.09441108	4251969	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter sp007846085
GCF_007846095	1	98.1	0	210	90.53390642	43.04420757	4277435	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter sp007846095
GCF_007896885	0.4	98.88	0.37	269	89.17206655	39.29706052	3834185	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp007896885
GCF_007970185	1	99.51	1.48	203	91.93659071	46.87944167	7797595	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Pseudobacter	Pseudobacter ginsenosidimutans
GCF_007970805	1	100	0.49	203	90.03333123	46.40399353	5079621	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	Flavisolibacter ginsenosidimutans
GCF_007971225	1	100	2.46	203	85.91117336	37.90640637	5528026	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Panacibacter	Panacibacter ginsenosidivorans
GCF_007993795	1	98.86	0	263	89.86893615	39.76747474	3409178	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Gillisia	Gillisia sp007993795
GCF_007997295	1	99.62	0	263	86.95844613	35.00243033	3727884	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Gillisia	Gillisia hiemivivida
GCF_008014645	0.2	99.46	0	124	86.68270753	63.48032345	1926330	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp008014645
GCF_008016795	0.3	98.65	0.16	296	86.24061392	44.019235	2585079	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella brunnea
GCF_008017455	1	99.4	1.49	336	81.59079886	47.08057602	6218624	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Botryobacter	Botryobacter sp008017455
GCF_008040165	1	99.01	0.22	303	92.12373099	37.82590276	3887983	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muricauda	Muricauda sp008040165
GCF_008180195	1	100	0.48	210	92.16471284	41.74720012	5197142	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium sp008180195
GCF_008271695	1	99.97	0.45	336	84.69359724	51.33862084	5839014	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Rufibacter	Rufibacter sp008271695
GCF_008367275	1	99.34	0.66	303	89.5628844	41.45057005	4979987	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	VTZT01	VTZT01 sp008367275
GCF_008386695	1	100	1.55	203	89.68551416	49.49375101	8311980	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga sp008386695
GCF_008710285	1	99.51	0.66	203	87.87536872	37.63528241	5505520	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Palsa-955	Palsa-955 sp008710285
GCF_008728635	1	99.11	0	336	87.78466539	59.77982264	4428884	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter sp008728635
GCF_009014635	1	99.62	0	263	90.62198428	33.38987854	3341869	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Ulvibacter_B	Ulvibacter_B sp009014635
GCF_009192765	1	100	0.49	203	87.90957591	41.80227555	5687865	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NS-102	NS-102 sp009192765
GCF_009295825	1	99.19	2.69	186	87.93321828	34.48976934	4982621	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Marinifilum	Marinifilum sp009295825
GCF_009296315	1	99.4	0.89	336	89.12508096	50.67364939	7065248	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Persicitalea	Persicitalea sp009296315
GCF_009371985	1	99.67	0.66	303	90.30149576	44.50702582	4560827	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	TP-CH-4	TP-CH-4 sp009371985
GCF_009649685	1	99.01	0.61	303	91.37407025	33.51276815	4449445	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	SZUA-72	SZUA-72 sp009649685
GCF_009687905	0.1	99.48	1.05	191	84.01096283	52.30884082	2444625	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus sp009687905
GCF_009695655	0.3	99.06	0.94	106	88.52650176	36.82571124	2498985	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Sharpea	Sharpea azabuensiA
GCF_009695875	0.1	100	0.69	124	85.97988684	64.8728375	2362135	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	Olsenella sp900555995
GCF_009695985	0.1	99.24	0.65	154	85.19229513	50.98001234	2188901	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus porci
GCF_009696175	0.4	97.17	1.38	106	90.79740785	33.42474589	2024886	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	VUMM01	VUMM01 sp009696175
GCF_009709615	1	99.34	1.79	303	91.68055501	35.48047214	3569541	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Winogradskyella sp009709615
GCF_009711125	1	98.44	0.81	227	85.60119568	46.64346374	4067303	Firmicutes	Bacilli	Bacillales	Bacillaceae	Metabacillus_B	MetabacilluB mangrovi
GCF_009746565	1	99.34	1.19	303	90.16720485	37.77722816	3659224	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Mariniflexile	Mariniflexile sp002426835
GCF_009755225	1	99.7	0.89	336	87.03754532	59.2665103	5672745	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter sp009755225
GCF_009755275	1	98.1	1.19	210	90.69829952	41.62924777	4330477	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter sp009755275
GCF_009762775	1	99.46	3.49	186	90.01623287	38.38115502	7811310	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	WC007	WC007 sp009762775
GCF_009767945	0.7	94.44	0	267	87.22034295	44.35798043	1855621	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus danieliae
GCF_009770985	1	98.1	1.9	210	89.24119835	42.08930136	5064077	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter sp009770985
GCF_009797885	1	99.01	2.91	303	91.22050519	43.18254818	5283345	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Croceivirga	Croceivirga sp009797885
GCF_009797935	1	99.9	0.6	336	87.30812031	42.079971	6791886	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Lunatimonas	Lunatimonas sp009797935
GCF_009826975	1	99.65	0.4	283	88.64523134	34.36297805	5258610	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp009826975
GCF_009828765	0.2	100	1.26	106	90.10488893	38.15860177	2184978	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Erysipelothrix sp009828765
GCF_009828835	0.2	100	1.73	106	91.81591718	34.45001458	1909597	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Erysipelothrix sp009828835
GCF_009833045	1	98.51	0.51	202	90.95251156	43.33829562	4951352	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	GYS-P2D	GYS-P2D sp009833045
GCF_009834915	1	97.78	1.11	210	91.7395542	50.53682548	5208024	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	HMF7056	HMF7056 sp009834915
GCF_009848495	1	99.65	0.35	283	92.66996585	39.28647052	2951637	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp009848495
GCF_009870785	1	93.09	0.59	170	84.20855888	41.47591322	4558425	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp009870785
GCF_009905725	1	99.69	1.04	336	89.82728448	43.65290176	6060486	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Leadbetterella	Leadbetterella sp002483125
GCF_009909615	1	100	0	186	91.62988469	35.59417675	3517574	Bacteroidota	Bacteroidia	Flavobacteriales	Vicingaceae	S-15	S-15 sp009909615
GCF_009911635	0.3	99.8	0	124	86.51328621	64.42286555	2702126	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	D16-34	D16-34 sp009911635
GCF_009911695	0.4	100	0	124	83.98408617	67.72267616	2775196	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	QWKK01	QWKK01 sp009911695
GCF_009917405	0.2	99.06	1.89	106	86.9456243	38.74641965	2238261	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	C-19	C-19 sp009917405
GCF_009933135	0.4	99.25	1.62	267	83.80380692	43.77133605	3181050	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus_C	EnterococcuC sp009933135
GCF_009935875	0.2	91.05	2.03	181	82.02338608	36.84676486	2300856	Firmicutes	Bacilli	Haloplasmatales_A	Turicibacteraceae	Turicibacter	Turicibacter sp002311155
GCF_010015475	1	100	0.6	336	84.33224794	47.70371072	6500856	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Pontibacter	Pontibacter sp010015475
GCF_010092985	1	99.4	0.89	336	84.40829909	45.44149901	4344619	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Pontibacter	Pontibacter pudoricolor
GCF_010119235	1	98.56	0.35	283	90.85890194	37.47179121	3306594	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp010119235
GCF_010119545	1	100	0.6	336	86.20337631	45.58400773	4072018	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Pontibacter	Pontibacter sp010119545
GCF_010119935	1	99.72	1.81	186	84.48004022	58.09878235	6743310	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_Z	PaenibacilluZ sp010119935
GCF_010119975	1	99.29	1.82	330	85.59987693	40.74952933	8983451	Bacteroidota	Bacteroidia	Cytophagales	172606-1	172606-1	172606-1 sp010119975
GCF_010435915	1	100	0.69	336	89.27097999	47.37171922	7533689	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma	Spirosoma terrae
GCF_010448835	1	99.07	3.49	186	88.01352045	39.98254279	4895399	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Draconibacterium	Draconibacterium sp010448835
GCF_010501105	0.5	100	0.27	183	88.49531127	41.69236517	3751653	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas sp010501105
GCF_010645075	1	99.65	0	283	89.24956833	34.57967198	5421373	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium limi
GCF_010686655	1	100	0	186	87.19379281	40.32297916	5006455	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Cryomorpha	Cryomorpha ignava
GCF_010686685	1	100	0	336	86.20995783	46.06444668	4314171	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Pontibacter	Pontibacter sp010686685
GCF_010692725	1	99.84	0.67	206	89.52408848	43.99481786	4438325	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Daejeonella	Daejeonella soli
GCF_010725055	1	99.34	3.4	303	87.28221019	37.98019527	4669066	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Gelidibacter	Gelidibacter japonicus
GCF_010820665	1	99.73	0.09	186	86.14207996	44.1581662	6340331	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_E	PaenibacilluE sp010820665
GCF_010882175	1	100	2.42	186	88.44155286	43.43489352	5634442	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Mangrovibacterium	Mangrovibacterium sp010882175
GCF_011007365	1	99.52	0	210	89.30717687	39.71314779	4404010	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium sp011007365
GCF_011030385	1	100	0	185	91.76056308	41.29789551	3717572	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	UBA5422	UBA5422 sp011030385
GCF_011039075	0.3	99.19	0	124	89.32087474	46.38461327	1998085	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	ZJ304	ZJ304 sp011039075
GCF_011043525	1	99.84	0.95	210	93.11331965	43.34357869	4110805	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium sp011043525
GCF_011068285	1	99.34	0.66	303	91.06508645	42.78047342	4610330	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muricauda	Muricauda sp011068285
GCF_011089875	1	96.98	0.19	263	88.79422292	33.94660437	2592038	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Psychroflexus	Psychroflexus maritimus
GCF_011170085	0.4	97.68	1.38	265	88.13881123	39.35174243	2297451	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus_A	LactococcuA hodotermopsidis
GCF_011174675	0.4	98.57	2.62	210	88.69461736	43.47764536	4365425	Bacteroidota	Bacteroidia	Bacteroidales	BBW3	UBA5261	UBA5261 sp011174675
GCF_011299615	0.2	100	1.65	106	91.05801475	39.43983014	2357642	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Erysipelothrix sp011299615
GCF_011301115	0.2	100	1.26	106	89.42501733	38.18168032	2255181	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Erysipelothrix sp011301115
GCF_011303555	1	96.41	0.96	209	88.48756978	39.79673928	6376638	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter sp003852395
GCF_011304195	0.8	99.45	1.38	181	88.5232139	34.35464706	3045783	Firmicutes	Bacilli	Lactobacillales	Vagococcaceae	Vagococcus	Vagococcus sp011304195
GCF_011316935	1	100	0	210	90.4173457	42.16079434	3868855	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium sp011316935
GCF_011365745	1	100	0.18	283	88.98595331	35.25009775	3397171	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp011365745
GCF_011392075	1	98.94	0.12	283	92.37344165	31.80588332	2799677	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp011392075
GCF_011440305	1	99.73	0.82	186	85.43631915	45.12445466	8375108	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_S	PaenibacilluS sp011440305
GCF_011604685	1	100	1.19	336	88.09105214	47.66243714	8898242	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma	Spirosoma sp011604685
GCF_011742145	1	98.94	0	283	90.83209432	37.75972218	3051493	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp011742145
GCF_011762485	1	99.21	0.61	303	90.6469583	32.59910835	4158166	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Yeosuana	Yeosuana sp011762485
GCF_011777505	0.5	97.66	1.32	303	93.31424013	32.7217422	3155049	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	CAU-1491	CAU-1491 sp011777505
